handlerId,conferenceJournalId,authorId
chair1497,c0,a2104
chair1497,c0,a5392
chair1497,c0,a3721
chair1497,c0,a2915
chair1497,c0,a4365
chair1497,c0,a4491
chair1497,c0,a2385
chair1497,c0,a1596
chair1497,c0,a421
chair1497,c0,a2556
chair1497,c0,a9676
chair1497,c0,a9654
chair1497,c0,a2806
chair1497,c0,a6124
chair1497,c0,a6417
chair1497,c0,a2481
chair1497,c0,a6212
chair1613,c0,a1220
chair1613,c0,a10438
chair1613,c0,a3997
chair1613,c0,a9377
chair1613,c0,a2430
chair1613,c0,a2104
chair1613,c0,a5392
chair1613,c0,a3721
chair1613,c0,a2915
chair1613,c0,a4365
chair1613,c0,a4491
chair1613,c0,a2385
chair1613,c0,a1596
chair1613,c0,a421
chair1613,c0,a2556
chair1613,c0,a9676
chair1613,c0,a9654
chair1613,c0,a2806
chair1613,c0,a6124
chair1613,c0,a6417
chair1613,c0,a2481
chair1613,c0,a6212
chair1630,c0,a1220
chair1630,c0,a10438
chair1630,c0,a3997
chair1630,c0,a9377
chair1630,c0,a2430
chair1630,c0,a2104
chair1630,c0,a5392
chair1630,c0,a3721
chair1630,c0,a2915
chair1630,c0,a4365
chair1630,c0,a4491
chair1630,c0,a2385
chair1630,c0,a1596
chair1630,c0,a421
chair1630,c0,a2556
chair1630,c0,a9676
chair1630,c0,a9654
chair1630,c0,a2806
chair1630,c0,a6124
chair1630,c0,a6417
chair1630,c0,a2481
chair1630,c0,a6212
chair2,c44,a1343
chair2,c44,a3493
chair2,c44,a1148
chair2,c44,a3700
chair2,c44,a4577
chair2,c44,a6401
chair2,c44,a2279
chair2,c44,a3241
chair2,c44,a8709
chair2,c44,a1541
chair2,c44,a3361
chair2,c44,a2550
chair2,c44,a3053
chair2,c44,a1230
chair2,c44,a8622
chair2,c44,a9922
chair70,c44,a1343
chair70,c44,a3493
chair70,c44,a1148
chair70,c44,a3700
chair70,c44,a4577
chair70,c44,a6401
chair70,c44,a2279
chair70,c44,a3241
chair70,c44,a8709
chair70,c44,a1541
chair70,c44,a3361
chair70,c44,a2550
chair70,c44,a3053
chair70,c44,a1230
chair70,c44,a8622
chair70,c44,a9922
chair368,c44,a1343
chair368,c44,a3493
chair368,c44,a1148
chair368,c44,a3700
chair368,c44,a4577
chair368,c44,a6401
chair368,c44,a2279
chair368,c44,a3241
chair368,c44,a8709
chair368,c44,a1541
chair368,c44,a3361
chair368,c44,a2550
chair368,c44,a3053
chair368,c44,a1230
chair368,c44,a8622
chair368,c44,a9922
chair475,c44,a1343
chair475,c44,a3493
chair475,c44,a1148
chair475,c44,a3700
chair475,c44,a4577
chair475,c44,a6401
chair475,c44,a2279
chair475,c44,a3241
chair475,c44,a8709
chair475,c44,a1541
chair475,c44,a3361
chair475,c44,a2550
chair475,c44,a3053
chair475,c44,a1230
chair475,c44,a8622
chair475,c44,a9922
chair639,c44,a1343
chair639,c44,a3493
chair639,c44,a1148
chair639,c44,a3700
chair639,c44,a4577
chair639,c44,a6401
chair639,c44,a2279
chair639,c44,a3241
chair639,c44,a8709
chair639,c44,a1541
chair639,c44,a3361
chair639,c44,a2550
chair639,c44,a3053
chair639,c44,a1230
chair639,c44,a8622
chair639,c44,a9922
chair794,c44,a1343
chair794,c44,a3493
chair794,c44,a1148
chair794,c44,a3700
chair794,c44,a4577
chair794,c44,a6401
chair794,c44,a2279
chair794,c44,a3241
chair794,c44,a8709
chair794,c44,a1541
chair794,c44,a3361
chair794,c44,a2550
chair794,c44,a3053
chair794,c44,a1230
chair794,c44,a8622
chair794,c44,a9922
chair872,c44,a1343
chair872,c44,a3493
chair872,c44,a1148
chair872,c44,a3700
chair872,c44,a4577
chair872,c44,a6401
chair872,c44,a2279
chair872,c44,a3241
chair872,c44,a8709
chair872,c44,a1541
chair872,c44,a3361
chair872,c44,a2550
chair872,c44,a3053
chair872,c44,a1230
chair872,c44,a8622
chair872,c44,a9922
chair1101,c44,a1343
chair1101,c44,a3493
chair1101,c44,a1148
chair1101,c44,a3700
chair1101,c44,a4577
chair1101,c44,a6401
chair1101,c44,a2279
chair1101,c44,a3241
chair1101,c44,a8709
chair1101,c44,a1541
chair1101,c44,a3361
chair1101,c44,a2550
chair1101,c44,a3053
chair1101,c44,a1230
chair1101,c44,a8622
chair1101,c44,a9922
chair3,c110,a4186
chair3,c110,a10587
chair3,c110,a235
chair3,c110,a5205
chair3,c110,a205
chair3,c110,a9957
chair3,c110,a7342
chair3,c110,a5815
chair3,c110,a2683
chair3,c110,a3225
chair3,c110,a4569
chair3,c110,a6285
chair3,c110,a6331
chair3,c110,a8415
chair3,c110,a1806
chair3,c110,a4097
chair3,c110,a1731
chair3,c110,a2503
chair3,c110,a1433
chair3,c110,a9
chair3,c110,a2844
chair3,c110,a6999
chair3,c110,a5066
chair3,c110,a2318
chair3,c110,a1101
chair3,c110,a5631
chair3,c110,a1918
chair3,c110,a9152
chair3,c110,a8461
chair3,c110,a3694
chair3,c110,a6453
chair3,c110,a1945
chair3,c110,a8768
chair3,c110,a8224
chair3,c110,a3668
chair3,c110,a3692
chair3,c110,a10322
chair3,c110,a333
chair3,c110,a2471
chair3,c110,a855
chair72,c110,a4186
chair72,c110,a10587
chair72,c110,a235
chair72,c110,a5205
chair72,c110,a205
chair72,c110,a9957
chair72,c110,a7342
chair72,c110,a5815
chair72,c110,a2683
chair72,c110,a3225
chair72,c110,a4569
chair72,c110,a6285
chair72,c110,a6331
chair72,c110,a8415
chair72,c110,a1806
chair72,c110,a4097
chair72,c110,a1731
chair72,c110,a2503
chair72,c110,a1433
chair72,c110,a9
chair72,c110,a2844
chair72,c110,a6999
chair72,c110,a5066
chair72,c110,a2318
chair72,c110,a1101
chair72,c110,a5631
chair72,c110,a1918
chair72,c110,a9152
chair72,c110,a8461
chair72,c110,a3694
chair72,c110,a6453
chair72,c110,a1945
chair72,c110,a8768
chair72,c110,a8224
chair72,c110,a3668
chair72,c110,a3692
chair72,c110,a10322
chair72,c110,a333
chair72,c110,a2471
chair72,c110,a855
chair131,c110,a4186
chair131,c110,a10587
chair131,c110,a235
chair131,c110,a5205
chair131,c110,a205
chair131,c110,a9957
chair131,c110,a7342
chair131,c110,a5815
chair131,c110,a2683
chair131,c110,a3225
chair131,c110,a4569
chair131,c110,a6285
chair131,c110,a6331
chair131,c110,a8415
chair131,c110,a1806
chair131,c110,a4097
chair131,c110,a1731
chair131,c110,a2503
chair131,c110,a1433
chair131,c110,a9
chair131,c110,a2844
chair131,c110,a6999
chair131,c110,a5066
chair131,c110,a2318
chair131,c110,a1101
chair131,c110,a5631
chair131,c110,a1918
chair131,c110,a9152
chair131,c110,a8461
chair131,c110,a3694
chair131,c110,a6453
chair131,c110,a1945
chair131,c110,a8768
chair131,c110,a8224
chair131,c110,a3668
chair131,c110,a3692
chair131,c110,a10322
chair131,c110,a333
chair131,c110,a2471
chair131,c110,a855
chair176,c110,a4186
chair176,c110,a10587
chair176,c110,a235
chair176,c110,a5205
chair176,c110,a205
chair176,c110,a9957
chair176,c110,a7342
chair176,c110,a5815
chair176,c110,a2683
chair176,c110,a3225
chair176,c110,a4569
chair176,c110,a6285
chair176,c110,a6331
chair176,c110,a8415
chair176,c110,a1806
chair176,c110,a4097
chair176,c110,a1731
chair176,c110,a2503
chair176,c110,a1433
chair176,c110,a9
chair176,c110,a2844
chair176,c110,a6999
chair176,c110,a5066
chair176,c110,a2318
chair176,c110,a1101
chair176,c110,a5631
chair176,c110,a1918
chair176,c110,a9152
chair176,c110,a8461
chair176,c110,a3694
chair176,c110,a6453
chair176,c110,a1945
chair176,c110,a8768
chair176,c110,a8224
chair176,c110,a3668
chair176,c110,a3692
chair176,c110,a10322
chair176,c110,a333
chair176,c110,a2471
chair176,c110,a855
chair224,c110,a4186
chair224,c110,a10587
chair224,c110,a235
chair224,c110,a5205
chair224,c110,a205
chair224,c110,a9957
chair224,c110,a7342
chair224,c110,a5815
chair224,c110,a2683
chair224,c110,a3225
chair224,c110,a4569
chair224,c110,a6285
chair224,c110,a6331
chair224,c110,a8415
chair224,c110,a1806
chair224,c110,a4097
chair224,c110,a1731
chair224,c110,a2503
chair224,c110,a1433
chair224,c110,a9
chair224,c110,a2844
chair224,c110,a6999
chair224,c110,a5066
chair224,c110,a2318
chair224,c110,a1101
chair224,c110,a5631
chair224,c110,a1918
chair224,c110,a9152
chair224,c110,a8461
chair224,c110,a3694
chair224,c110,a6453
chair224,c110,a1945
chair224,c110,a8768
chair224,c110,a8224
chair224,c110,a3668
chair224,c110,a3692
chair224,c110,a10322
chair224,c110,a333
chair224,c110,a2471
chair224,c110,a855
chair280,c110,a4186
chair280,c110,a10587
chair280,c110,a235
chair280,c110,a5205
chair280,c110,a205
chair280,c110,a9957
chair280,c110,a7342
chair280,c110,a5815
chair280,c110,a2683
chair280,c110,a3225
chair280,c110,a4569
chair280,c110,a6285
chair280,c110,a6331
chair280,c110,a8415
chair280,c110,a1806
chair280,c110,a4097
chair280,c110,a1731
chair280,c110,a2503
chair280,c110,a1433
chair280,c110,a9
chair280,c110,a2844
chair280,c110,a6999
chair280,c110,a5066
chair280,c110,a2318
chair280,c110,a1101
chair280,c110,a5631
chair280,c110,a1918
chair280,c110,a9152
chair280,c110,a8461
chair280,c110,a3694
chair280,c110,a6453
chair280,c110,a1945
chair280,c110,a8768
chair280,c110,a8224
chair280,c110,a3668
chair280,c110,a3692
chair280,c110,a10322
chair280,c110,a333
chair280,c110,a2471
chair280,c110,a855
chair334,c110,a4186
chair334,c110,a10587
chair334,c110,a235
chair334,c110,a5205
chair334,c110,a205
chair334,c110,a9957
chair334,c110,a7342
chair334,c110,a5815
chair334,c110,a2683
chair334,c110,a3225
chair334,c110,a4569
chair334,c110,a6285
chair334,c110,a6331
chair334,c110,a8415
chair334,c110,a1806
chair334,c110,a4097
chair334,c110,a1731
chair334,c110,a2503
chair334,c110,a1433
chair334,c110,a9
chair334,c110,a2844
chair334,c110,a6999
chair334,c110,a5066
chair334,c110,a2318
chair334,c110,a1101
chair334,c110,a5631
chair334,c110,a1918
chair334,c110,a9152
chair334,c110,a8461
chair334,c110,a3694
chair334,c110,a6453
chair334,c110,a1945
chair334,c110,a8768
chair334,c110,a8224
chair334,c110,a3668
chair334,c110,a3692
chair334,c110,a10322
chair334,c110,a333
chair334,c110,a2471
chair334,c110,a855
chair452,c110,a4186
chair452,c110,a10587
chair452,c110,a235
chair452,c110,a5205
chair452,c110,a205
chair452,c110,a9957
chair452,c110,a7342
chair452,c110,a5815
chair452,c110,a2683
chair452,c110,a3225
chair452,c110,a4569
chair452,c110,a6285
chair452,c110,a6331
chair452,c110,a8415
chair452,c110,a1806
chair452,c110,a4097
chair452,c110,a1731
chair452,c110,a2503
chair452,c110,a1433
chair452,c110,a9
chair452,c110,a2844
chair452,c110,a6999
chair452,c110,a5066
chair452,c110,a2318
chair452,c110,a1101
chair452,c110,a5631
chair452,c110,a1918
chair452,c110,a9152
chair452,c110,a8461
chair452,c110,a3694
chair452,c110,a6453
chair452,c110,a1945
chair452,c110,a8768
chair452,c110,a8224
chair452,c110,a3668
chair452,c110,a3692
chair452,c110,a10322
chair452,c110,a333
chair452,c110,a2471
chair452,c110,a855
chair483,c110,a4186
chair483,c110,a10587
chair483,c110,a235
chair483,c110,a5205
chair483,c110,a205
chair483,c110,a9957
chair483,c110,a7342
chair483,c110,a5815
chair483,c110,a2683
chair483,c110,a3225
chair483,c110,a4569
chair483,c110,a6285
chair483,c110,a6331
chair483,c110,a8415
chair483,c110,a1806
chair483,c110,a4097
chair483,c110,a1731
chair483,c110,a2503
chair483,c110,a1433
chair483,c110,a9
chair483,c110,a2844
chair483,c110,a6999
chair483,c110,a5066
chair483,c110,a2318
chair483,c110,a1101
chair483,c110,a5631
chair483,c110,a1918
chair483,c110,a9152
chair483,c110,a8461
chair483,c110,a3694
chair483,c110,a6453
chair483,c110,a1945
chair483,c110,a8768
chair483,c110,a8224
chair483,c110,a3668
chair483,c110,a3692
chair483,c110,a10322
chair483,c110,a333
chair483,c110,a2471
chair483,c110,a855
chair610,c110,a4186
chair610,c110,a10587
chair610,c110,a235
chair610,c110,a5205
chair610,c110,a205
chair610,c110,a9957
chair610,c110,a7342
chair610,c110,a5815
chair610,c110,a2683
chair610,c110,a3225
chair610,c110,a4569
chair610,c110,a6285
chair610,c110,a6331
chair610,c110,a8415
chair610,c110,a1806
chair610,c110,a4097
chair610,c110,a1731
chair610,c110,a2503
chair610,c110,a1433
chair610,c110,a9
chair610,c110,a2844
chair610,c110,a6999
chair610,c110,a5066
chair610,c110,a2318
chair610,c110,a1101
chair610,c110,a5631
chair610,c110,a1918
chair610,c110,a9152
chair610,c110,a8461
chair610,c110,a3694
chair610,c110,a6453
chair610,c110,a1945
chair610,c110,a8768
chair610,c110,a8224
chair610,c110,a3668
chair610,c110,a3692
chair610,c110,a10322
chair610,c110,a333
chair610,c110,a2471
chair610,c110,a855
chair687,c110,a4186
chair687,c110,a10587
chair687,c110,a235
chair687,c110,a5205
chair687,c110,a205
chair687,c110,a9957
chair687,c110,a7342
chair687,c110,a5815
chair687,c110,a2683
chair687,c110,a3225
chair687,c110,a4569
chair687,c110,a6285
chair687,c110,a6331
chair687,c110,a8415
chair687,c110,a1806
chair687,c110,a4097
chair687,c110,a1731
chair687,c110,a2503
chair687,c110,a1433
chair687,c110,a9
chair687,c110,a2844
chair687,c110,a6999
chair687,c110,a5066
chair687,c110,a2318
chair687,c110,a1101
chair687,c110,a5631
chair687,c110,a1918
chair687,c110,a9152
chair687,c110,a8461
chair687,c110,a3694
chair687,c110,a6453
chair687,c110,a1945
chair687,c110,a8768
chair687,c110,a8224
chair687,c110,a3668
chair687,c110,a3692
chair687,c110,a10322
chair687,c110,a333
chair687,c110,a2471
chair687,c110,a855
chair749,c110,a4186
chair749,c110,a10587
chair749,c110,a235
chair749,c110,a5205
chair749,c110,a205
chair749,c110,a9957
chair749,c110,a7342
chair749,c110,a5815
chair749,c110,a2683
chair749,c110,a3225
chair749,c110,a4569
chair749,c110,a6285
chair749,c110,a6331
chair749,c110,a8415
chair749,c110,a1806
chair749,c110,a4097
chair749,c110,a1731
chair749,c110,a2503
chair749,c110,a1433
chair749,c110,a9
chair749,c110,a2844
chair749,c110,a6999
chair749,c110,a5066
chair749,c110,a2318
chair749,c110,a1101
chair749,c110,a5631
chair749,c110,a1918
chair749,c110,a9152
chair749,c110,a8461
chair749,c110,a3694
chair749,c110,a6453
chair749,c110,a1945
chair749,c110,a8768
chair749,c110,a8224
chair749,c110,a3668
chair749,c110,a3692
chair749,c110,a10322
chair749,c110,a333
chair749,c110,a2471
chair749,c110,a855
chair762,c110,a4186
chair762,c110,a10587
chair762,c110,a235
chair762,c110,a5205
chair762,c110,a205
chair762,c110,a9957
chair762,c110,a7342
chair762,c110,a5815
chair762,c110,a2683
chair762,c110,a3225
chair762,c110,a4569
